time,stamp_secs,stamp_nsecs,level,name,msg,file,function,line
2024/12/16 14:48:24.659672240,1734328104,656429224,20,rosbag2_recorder,Press SPACE for pausing/resuming,./src/rosbag2_transport/recorder.cpp,Recorder,104
2024/12/16 14:48:24.659688218,1734328104,657302881,20,rosbag2_recorder,Listening for topics...,./src/rosbag2_transport/recorder.cpp,record,195
2024/12/16 14:48:24.659697721,1734328104,657315377,20,rosbag2_recorder,Event publisher thread: Starting,./src/rosbag2_transport/recorder.cpp,event_publisher_thread_main,215
2024/12/16 14:48:24.659707080,1734328104,657918104,20,rosbag2_recorder,Subscribed to topic '/shami/keydown',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.659715869,1734328104,658411326,20,rosbag2_recorder,Subscribed to topic '/shami/joy',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.659724639,1734328104,658796590,20,rosbag2_recorder,Subscribed to topic '/rosout',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.659733510,1734328104,659016554,20,rosbag2_recorder,Subscribed to topic '/shami/keyup',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.659742268,1734328104,659318362,20,rosbag2_recorder,Subscribed to topic '/parameter_events',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.659753271,1734328104,659503043,20,rosbag2_recorder,Subscribed to topic '/events/write_split',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.659762639,1734328104,659536487,20,rosbag2_recorder,Recording...,./src/rosbag2_transport/recorder.cpp,record,209
2024/12/16 14:48:24.761713252,1734328104,761622018,20,rosbag2_recorder,Subscribed to topic '/leg3/set_ik_target',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.762147238,1734328104,762082321,20,rosbag2_recorder,Subscribed to topic '/leg3/rviz_spy',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.762526771,1734328104,762435158,20,rosbag2_recorder,Subscribed to topic '/leg3/joint_set',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.762763062,1734328104,762687616,20,rosbag2_recorder,Subscribed to topic '/leg3/joint_commands',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.763040662,1734328104,763018359,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link9_joint_velocity_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.763290210,1734328104,763268344,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link8_joint_velocity_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.763528553,1734328104,763506612,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link7_joint_velocity_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.763760189,1734328104,763737747,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link7_joint_position_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.764015669,1734328104,763992278,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link6_joint_position_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.764269632,1734328104,764249609,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link1_joint_position_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.764865095,1734328104,764839248,20,rosbag2_recorder,Subscribed to topic '/tf',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
2024/12/16 14:48:24.765144495,1734328104,765121346,20,rosbag2_recorder,Subscribed to topic '/leg3/canopen_motor/base_link6_joint_velocity_controller/command',./src/rosbag2_transport/recorder.cpp,subscribe_topic,368
